标题,日期,星期,链接,来源,标记,消息序号,记录时间
《2026未来医疗就绪度调研报告：患者、医生和护士眼中的AI——相似的工具，不同的路径，同一个目标》,20260606,周六,https://mp.weixin.qq.com/s/uAN7gPnJAYO7NNLE9Rdb6Q,微信-数字医疗,,4694,2026-06-07 16:37:52
伟大的接班人，都在背叛前任,20260421,周二,https://mp.weixin.qq.com/s/YjB3WEIqnc0NZw5q2je2DQ,微信-版面之外,,425,2026-06-10 21:54:14
48k Star 的 AI 开发神器！用 BMAD 组建你的专属 AI 研发团队,20260606,周六,https://mp.weixin.qq.com/s/FzERqqRaAMA4QEkNy7kbWA,微信-SuperAI编程,,4752,2026-06-10 21:55:12
我发现一个能让 AI Agent 自由操作浏览器的开源项目,20260605,周五,https://mp.weixin.qq.com/s/XQc-qBI-7fv3QlLDzm_Kuw,微信-开源工具社,,4753,2026-06-10 21:55:12
国产脑机视网膜突破：失明21年患者重获光明，中国技术打破海外垄断,20260610,周三,https://mp.weixin.qq.com/s/Flgyqk5Ryk-ue06v0HdnuA,微信-勇说数智,,4777,2026-06-10 21:55:12
我用 GPT-Image2 一个人跑通了香港线下展会设计全流程,20260608,周一,https://mp.weixin.qq.com/s/HaGDDMchwLAqZUWV-LzaOA,微信-小鹿AI视频,,4782,2026-06-10 21:55:12
AI 的token账单，终于藏不住了,20260611,周四,https://mp.weixin.qq.com/s/k1PPT3O_2E7sWJjwAUYesQ,微信-AIGC从0到1,,4808,2026-06-12 04:12:01
微信小程序 AI 能力接入详细开发教程,20260611,周四,https://mp.weixin.qq.com/s/OkXaqe5FQXwHiOpDTcYq1Q,微信-AI产品分析,,4810,2026-06-12 04:12:01
为什么有了AI，你反而更忙了？,20260611,周四,https://mp.weixin.qq.com/s/gPsiUMXaTEDffk8ywzTpMQ,微信-睿思赛博AI进化场,,4818,2026-06-12 04:12:01
时薪21000，Claude Fable 5 让我等穷人感到绝望,20260611,周四,https://mp.weixin.qq.com/s/zTPkql8mDy4hZBbRnDxoJw,微信-神奇犸鲸Magic,,4819,2026-06-12 04:12:01
全网最深入的Agent时代评测体系：变与不变,20260607,周日,https://izux3goqsa.feishu.cn/wiki/SDcHwnNraiVyBwkEwhbcuwKrnLc,飞书OT分享,,4829,2026-06-12 23:31:46
发现针对 OpenClaw 的新型攻击可导致数据泄露！,20260612,周五,https://mp.weixin.qq.com/s/OBrIE3wlKBBwbz267mh-ug,微信-AGI安全,,4838,2026-06-12 23:31:46
GLM-5.2来了，Claude Code百万上下文怎么配？,20260613,周六,https://mp.weixin.qq.com/s/3LJFPj729P_VoGmVSzl7iA,微信-老金带你玩AI,,4862,2026-06-15 04:08:05
实测OiiOii 2.0，10分钟复刻电影还是保守了,20260615,周一,https://mp.weixin.qq.com/s/JcCt9Ls5E5WnpjP4UOaODg,微信-卡尔的AI沃茨,,4873,2026-06-18 01:03:34
个人效率起飞，公司原地踏步！企业AI应用究竟卡在哪了？,20260608,周一,https://mp.weixin.qq.com/s/oNU9v_9mjE1pwVx8iVPdXw,微信-数智转型架构师,,4883,2026-06-18 01:03:34
从Kimi信用卡说起：Token经济绕过技术死穴的巧妙一跳,20260615,周一,https://mp.weixin.qq.com/s/myVB-IS9hFGorOrMTNPgZw,微信-勇敢姐飙AI,,4887,2026-06-18 01:03:34
OiiOii升级2.0，用上智能画布，我才感到在创作，不是给AI打工,20260615,周一,https://mp.weixin.qq.com/s/1QEjMHvdWbz6VItxEOMnkQ,微信-AI变革,,4915,2026-06-18 01:03:34
《揭开医疗人工智能的神秘面纱：医疗卫生政策制定者须知》,20260617,周三,https://mp.weixin.qq.com/s/wSOc16Sq3Nv38XDesGBc8A,微信-数字医疗,,4918,2026-06-18 01:03:34
